url,owner,Project,main language,stars
https://github.com/curl/everything-curl,,,Perl,1.9k
https://github.com/laravel/laravel,,,PHP,77k
https://github.com/laravel/framework,,,PHP,31.6k
https://github.com/blueimp/jQuery-File-Upload,,,PHP,31k
https://github.com/symfony/symfony,,,PHP,29.4k
https://github.com/composer/composer,,,PHP,28.3k
https://github.com/fzaninotto/Faker,,,PHP,26.8k
https://github.com/nextcloud/server,,,PHP,25.8k
https://github.com/guzzle/guzzle,,,PHP,23k
https://github.com/livewire/livewire,,,PHP,21.8k
https://github.com/monicahq/monica,,,PHP,20.8k
https://github.com/Seldaek/monolog,,,PHP,20.8k
https://github.com/PHPMailer/PHPMailer,,,PHP,20.6k
https://github.com/sebastianbergmann/phpunit,,,PHP,19.6k
https://github.com/matomo-org/matomo,,,PHP,19.1k
https://github.com/WordPress/WordPress,,,PHP,18.9k
https://github.com/bcit-ci/CodeIgniter,,,PHP,18.3k
https://github.com/nikic/PHP-Parser,,,PHP,16.8k
https://github.com/briannesbitt/Carbon,,,PHP,16.5k
https://github.com/coollabsio/coolify,,,PHP,16.4k
https://github.com/barryvdh/laravel-debugbar,,,PHP,16.2k
https://github.com/koel/koel,,,PHP,15.5k
https://github.com/erusev/parsedown,,,PHP,14.7k
https://github.com/firefly-iii/firefly-iii,,,PHP,14.4k
https://github.com/getgrav/grav,,,PHP,14.3k
https://github.com/yiisoft/yii2,,,PHP,14.2k
https://github.com/barryvdh/laravel-ide-helper,,,PHP,13.9k
https://github.com/cachethq/cachet,,,PHP,13.7k
https://github.com/Intervention/image,,,PHP,13.7k
https://github.com/thephpleague/flysystem,,,PHP,13.2k
https://github.com/filp/whoops,,,PHP,13.1k
https://github.com/AUTOMATIC1111/stable-diffusion-webui,,,Python,132k
https://github.com/ytdl-org/youtube-dl,,,Python,129k
https://github.com/huggingface/transformers,,,Python,126k
https://github.com/langchain-ai/langchain,,,Python,85.4k
https://github.com/nvbn/thefuck,,,Python,83.1k
https://github.com/pytorch/pytorch,,,Python,78.6k
https://github.com/django/django,,,Python,77.2k
https://github.com/yt-dlp/yt-dlp,,,Python,72.5k
https://github.com/tiangolo/fastapi,,,Python,71.7k
https://github.com/home-assistant/core,,,Python,69.1k
https://github.com/pallets/flask,,,Python,66.6k
https://github.com/fighting41love/funNLP,,,Python,64.7k
https://github.com/openai/whisper,,,Python,61.6k
https://github.com/ansible/ansible,,,Python,61.4k
https://github.com/keras-team/keras,,,Python,61.1k
https://github.com/python/cpython,,,Python,60k
https://github.com/binary-husky/gpt_academic,,,Python,58.8k
https://github.com/3b1b/manim,,,Python,58.8k
https://github.com/scikit-learn/scikit-learn,,,Python,58.4k
https://github.com/xtekky/gpt4free,,,Python,58.2k
https://github.com/d2l-ai/d2l-zh,,,Python,57.4k
https://github.com/localstack/localstack,,,Python,52.4k
